pair,entry_date,exit_date,direction,entry,exit,pnl_pct,risk_pct,risk_adjusted_pnl_pct,hold_days,exit_reason,units
EURUSD=X,2017-07-04 00:00:00,2017-07-10 00:00:00,-1,1.1375269889831543,1.140380859375,-0.0025926027313422475,0.0075,-1.9444520485066856e-05,5,time,1
EURUSD=X,2017-08-03 00:00:00,2017-08-09 00:00:00,-1,1.1851431131362915,1.1754610538482666,0.008115840031139993,0.0075,6.0868800233549944e-05,5,time,1
EURUSD=X,2017-09-05 00:00:00,2017-09-08 00:00:00,-1,1.18944251537323,1.2029062509536743,-0.011422854811952767,0.0075,-8.567141108964575e-05,4,trailing_stop,1
EURUSD=X,2017-10-03 00:00:00,2017-10-09 00:00:00,-1,1.1733232736587524,1.1742464303970337,-0.0008440933785726721,0.0075,-6.33070033929504e-06,5,time,1
EURUSD=X,2018-01-03 00:00:00,2018-01-09 00:00:00,1,1.2061998844146729,1.1970456838607788,-0.008307428626408528,0.0075,-6.230571469806396e-05,5,trailing_stop,1
EURUSD=X,2018-02-05 00:00:00,2018-02-08 00:00:00,1,1.2447099685668945,1.2268133163452148,-0.01485556288727541,0.0075,-0.00011141672165456558,4,trailing_stop,1
EURUSD=X,2018-05-03 00:00:00,2018-05-09 00:00:00,-1,1.1951714754104614,1.1867886781692505,0.007065176770305802,0.0075,5.298882577729351e-05,5,time,1
EURUSD=X,2018-06-05 00:00:00,2018-06-11 00:00:00,-1,1.1701792478561401,1.1783976554870605,-0.006952474199157879,0.0075,-5.2143556493684086e-05,5,time,1
EURUSD=X,2018-07-03 00:00:00,2018-07-03 00:00:00,-1,1.1640766859054565,1.1642121076583862,-0.00025362348671412416,0.0075,-1.9021761503559311e-06,1,reversal,1
EURUSD=X,2018-07-04 00:00:00,2018-07-13 00:00:00,1,1.16593599319458,1.1665889024734497,-0.0005129186259704287,0.0075,-3.846889694778215e-06,8,time,1
EURUSD=X,2018-08-03 00:00:00,2018-08-09 00:00:00,-1,1.1585606336593628,1.1610760688781738,-0.002084896585791326,0.0075,-1.5636724393434947e-05,5,time,1
EURUSD=X,2018-09-04 00:00:00,2018-09-10 00:00:00,-1,1.16130530834198,1.1561094522476196,0.004560835788083652,0.0075,3.420626841062739e-05,5,time,1
EURUSD=X,2018-10-02 00:00:00,2018-10-12 00:00:00,-1,1.157755732536316,1.1590440273284912,-0.000794266948812122,0.0075,-5.957002116090915e-06,9,trailing_stop,1
