market,report_date,open_interest,noncomm_long,noncomm_short,net_spec,net_spec_pct_oi,published_date
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2024-10-15,2185413,350227,322092,28135,1.287399681433212,2024-10-18
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2024-10-22,2186686,360779,337798,22981,1.050951073908188,2024-10-25
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2024-10-29,2168363,366915,304217,62698,2.8914900318811934,2024-11-01
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2024-11-05,2140451,374881,261441,113440,5.29981765525116,2024-11-08
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2024-11-12,2235256,360987,335986,25001,1.1184848625839725,2024-11-15
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2024-11-19,2259351,348339,313428,34911,1.545178239237728,2024-11-22
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2024-11-26,2272398,266965,345859,-78894,-3.4718390000343247,2024-11-29
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2024-12-03,2279466,257606,366216,-108610,-4.7647124370356915,2024-12-06
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2024-12-10,2324611,288876,372209,-83333,-3.584814835686487,2024-12-13
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2024-12-17,2596020,313420,353282,-39862,-1.535504348964954,2024-12-20
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2024-12-24,2083230,274748,338539,-63791,-3.062119881146105,2024-12-27
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2024-12-31,2058648,259743,316545,-56802,-2.759189526329902,2025-01-03
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2025-01-07,2069259,264667,326870,-62203,-3.006051924867791,2025-01-10
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2025-01-14,2044090,256358,286900,-30542,-1.494161215993425,2025-01-17
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2025-01-21,2036469,263815,339530,-75715,-3.7179549504559115,2025-01-24
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2025-01-28,2033094,252595,308749,-56154,-2.761997231805317,2025-01-31
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2025-02-04,2071863,306741,311558,-4817,-0.23249606754886784,2025-02-07
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2025-02-11,2096517,333661,350770,-17109,-0.8160677924386017,2025-02-14
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2025-02-18,2120653,313105,353071,-39966,-1.8846081843658533,2025-02-21
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2025-02-25,2126872,300949,333728,-32779,-1.5411834844786148,2025-02-28
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2025-03-04,2180944,366510,334407,32103,1.4719772722270723,2025-03-07
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2025-03-11,2282648,378925,298312,80613,3.5315563328204784,2025-03-14
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2025-03-18,2560662,342952,274641,68311,2.6677085847331665,2025-03-21
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2025-03-25,2074351,263754,317116,-53362,-2.572467243971729,2025-03-28
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2025-04-01,2111750,300366,319388,-19022,-0.9007695039659049,2025-04-04
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2025-04-08,2332802,321451,350138,-28687,-1.2297228826106974,2025-04-11
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2025-04-15,2181908,254206,317303,-63097,-2.891826786463957,2025-04-18
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2025-04-22,2209656,260930,336865,-75935,-3.436507764104458,2025-04-25
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2025-04-29,2134084,240096,318762,-78666,-3.6861716783406844,2025-05-02
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2025-05-06,2133652,251351,327756,-76405,-3.580949470672818,2025-05-09
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2025-05-13,2125890,243291,365485,-122194,-5.747898527205077,2025-05-16
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2025-05-20,2113668,246588,343157,-96569,-4.568787529545794,2025-05-23
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2025-05-27,2112166,259592,312562,-52970,-2.5078521290466753,2025-05-30
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2025-06-03,2123862,253198,322613,-69415,-3.2683385267027707,2025-06-06
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2025-06-10,2223909,216963,344631,-127668,-5.740702519752381,2025-06-13
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2025-06-17,2450146,220066,394213,-174147,-7.107617260359178,2025-06-20
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2025-06-24,1886352,211448,356223,-144775,-7.674866620863975,2025-06-27
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2025-07-01,1887354,243463,330272,-86809,-4.599508094400944,2025-07-04
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2025-07-08,1899046,231861,371879,-140018,-7.373070478545543,2025-07-11
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2025-07-15,1935859,231049,398827,-167778,-8.666850219979864,2025-07-18
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2025-07-22,1917043,219848,388329,-168481,-8.788587423443293,2025-07-25
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2025-07-29,1941931,232741,395922,-163181,-8.403027707987565,2025-08-01
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2025-08-05,1909338,231427,371073,-139646,-7.313843855828564,2025-08-08
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2025-08-12,1967857,222421,414478,-192057,-9.759703067855034,2025-08-15
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2025-08-19,1974585,221430,392928,-171498,-8.685268043664871,2025-08-22
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,2025-08-26,2018365,223665,411417,-187752,-9.302182707290306,2025-08-29
