market,report_date,open_interest,noncomm_long,noncomm_short,net_spec,net_spec_pct_oi,published_date
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2021-08-31,134292,9850,87838,-77988,-58.07345188097578,2021-09-03
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2021-09-07,124518,9135,79315,-70180,-56.36132928572576,2021-09-10
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2021-09-14,160168,23399,104850,-81451,-50.85347884721043,2021-09-17
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2021-11-02,128193,41441,76932,-35491,-27.685599057670856,2021-11-05
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2021-11-16,150268,58384,89240,-30856,-20.533979290334603,2021-11-19
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2021-11-23,165200,67590,101197,-33607,-20.343220338983052,2021-11-26
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2021-11-30,191030,73587,138257,-64670,-33.853321467832274,2021-12-03
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2021-12-07,206610,79031,141209,-62178,-30.09438071729345,2021-12-10
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2021-12-14,228647,87493,140835,-53342,-23.329411713252306,2021-12-17
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2022-01-04,100986,36490,23184,13306,13.176083813597925,2022-01-07
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2022-01-11,140066,62219,42924,19295,13.775648622792112,2022-01-14
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2022-01-18,170640,87819,59015,28804,16.879981247069857,2022-01-21
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2022-01-25,178383,102288,40629,61659,34.565513529876725,2022-01-28
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2022-02-01,175093,90147,46202,43945,25.098090728926913,2022-02-04
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2022-02-08,174454,83614,87641,-4027,-2.308344893209671,2022-02-11
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2022-02-15,183895,84115,121925,-37810,-20.560646020827104,2022-02-18
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2022-02-22,196441,90014,134069,-44055,-22.426581009056154,2022-02-25
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2022-03-01,172757,97294,80128,17166,9.936500402299183,2022-03-04
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2022-03-08,180638,100899,107939,-7040,-3.89729735714523,2022-03-11
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2022-03-15,200867,102930,98831,4099,2.0406537659247164,2022-03-18
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2022-03-29,98390,20802,34821,-14019,-14.248399227563777,2022-04-01
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2022-04-05,100483,25693,46115,-20422,-20.32383587273469,2022-04-08
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2022-04-12,100032,33853,54624,-20771,-20.764355406269992,2022-04-15
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2022-04-19,116748,25755,67543,-41788,-35.79333264809675,2022-04-22
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2022-04-26,141511,34336,92142,-57806,-40.84912126972461,2022-04-29
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2022-05-03,195442,32099,147361,-115262,-58.97504118869025,2022-05-06
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2022-05-10,205271,30320,154998,-124678,-60.73824359018079,2022-05-13
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2022-05-17,211429,32586,152228,-119642,-56.587317728410014,2022-05-20
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2022-05-24,240007,48418,178558,-130140,-54.22341848362756,2022-05-27
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2022-05-31,239302,49893,165785,-115892,-48.42918153630141,2022-06-03
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2022-06-07,258966,55217,190542,-135325,-52.25589459620181,2022-06-10
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2022-06-14,372885,74497,287913,-213416,-57.23373157944138,2022-06-17
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2022-06-21,98239,23160,59246,-36086,-36.73286576614176,2022-06-24
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2022-06-28,106252,24265,60120,-35855,-33.745247148288975,2022-07-01
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2022-07-05,115887,25261,75575,-50314,-43.41643152381199,2022-07-08
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2022-07-12,118529,29022,69482,-40460,-34.13510617654752,2022-07-15
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2022-07-19,142575,24043,79012,-54969,-38.554445028932136,2022-07-22
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2022-07-26,143187,24462,90374,-65912,-46.03211185372974,2022-07-29
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2022-08-02,157252,20095,98125,-78030,-49.62099051204436,2022-08-05
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2022-08-09,173299,23409,107880,-84471,-48.742924079192605,2022-08-12
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2022-08-16,184919,31234,108828,-77594,-41.961074848987934,2022-08-19
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2022-08-23,199389,24437,133481,-109044,-54.68907512450536,2022-08-26
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2022-08-30,220182,23684,155250,-131566,-59.75329500140793,2022-09-02
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2022-09-06,236692,17701,169969,-152268,-64.33170533858348,2022-09-09
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2022-09-13,265670,26248,182447,-156199,-58.794368953965446,2022-09-16
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2022-09-20,96690,13263,51850,-38587,-39.90795325266315,2022-09-23
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2022-09-27,125266,25950,84030,-58080,-46.36533456803921,2022-09-30
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2022-10-04,124555,40761,74657,-33896,-27.213680703303762,2022-10-07
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2022-10-11,131767,36199,88232,-52033,-39.48864283166498,2022-10-14
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2022-10-18,145483,41995,95954,-53959,-37.08955685544015,2022-10-21
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2022-10-25,158669,60641,83784,-23143,-14.585709874014457,2022-10-28
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2022-11-01,181908,89799,81269,8530,4.689183543329595,2022-11-04
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2022-11-08,187710,95995,87733,8262,4.401470353204411,2022-11-11
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2022-11-15,187469,97033,66306,30727,16.3904432199457,2022-11-18
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2022-11-22,198039,99339,70738,28601,14.442104837935963,2022-11-25
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2022-11-29,211779,105385,85199,20186,9.531634392456287,2022-12-02
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2022-12-06,217435,103115,94917,8198,3.7703221652447856,2022-12-09
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2022-12-13,260045,122949,68876,54073,20.79370878117249,2022-12-16
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2022-12-20,108675,24986,46168,-21182,-19.491143317230275,2022-12-23
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2022-12-27,114360,34196,45161,-10965,-9.588142707240294,2022-12-30
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2023-01-03,122749,39155,50669,-11514,-9.380117149630546,2023-01-06
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2023-01-10,127397,48883,44677,4206,3.3014906159485697,2023-01-13
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2023-01-17,144285,67988,47446,20542,14.237100183664275,2023-01-20
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2023-01-24,163366,82750,55829,26921,16.478949108137556,2023-01-27
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2023-01-31,178587,98398,63752,34646,19.400068314043015,2023-02-03
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2023-02-07,193741,113004,85159,27845,14.372280518837005,2023-02-10
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2023-02-14,187063,107232,84768,22464,12.008788483024436,2023-02-17
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2023-02-21,193954,92549,102827,-10278,-5.299194654402591,2023-02-24
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2023-02-28,190191,93151,101595,-8444,-4.439747411812336,2023-03-03
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2023-03-07,188335,94125,103302,-9177,-4.872700241590782,2023-03-10
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2023-03-14,190430,100878,84891,15987,8.395210838628367,2023-03-17
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2023-03-21,92466,27226,28435,-1209,-1.3075076244241126,2023-03-24
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2023-03-28,104426,31254,34400,-3146,-3.012659682454561,2023-03-31
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2023-04-04,142871,70327,43899,26428,18.497805712845857,2023-04-07
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2023-04-11,167974,92146,51876,40270,23.973948349149275,2023-04-14
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2023-04-18,206334,135351,48252,87099,42.21262613044869,2023-04-21
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2023-04-25,256511,174433,76225,98208,38.28607740018947,2023-04-28
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2023-05-02,284500,197491,71976,125515,44.117750439367306,2023-05-05
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2023-05-09,292001,205735,88267,117468,40.22862935400906,2023-05-12
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2023-05-16,335377,246588,105828,140760,41.970677774564145,2023-05-19
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2023-05-23,348716,265602,107989,157613,45.198098165842694,2023-05-26
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2023-05-30,389284,311276,147490,163786,42.07365316838093,2023-06-02
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2023-06-06,439321,353402,164551,188851,42.987018603708904,2023-06-09
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2023-06-13,490045,393525,136150,257375,52.52068687569509,2023-06-16
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2023-06-20,100923,25197,18362,6835,6.7724899180563405,2023-06-23
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2023-06-27,129843,44225,11960,32265,24.849241006446245,2023-06-30
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2023-07-03,165598,84166,21203,62963,38.021594463701256,2023-07-06
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2023-07-11,184831,97800,15266,82534,44.65376479053839,2023-07-14
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2023-07-18,211696,125968,28673,97295,45.959772503967955,2023-07-21
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2023-07-25,219854,119845,36388,83457,37.96019176362495,2023-07-28
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2023-08-01,217798,132515,26879,105636,48.50182278992461,2023-08-04
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2023-08-08,240360,150105,45120,104985,43.678232651023464,2023-08-11
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2023-08-15,260135,161369,39121,122248,46.99406077613546,2023-08-18
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2023-08-22,216895,117975,46045,71930,33.16351229857765,2023-08-25
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2023-08-29,240983,150010,54883,95127,39.47456874551317,2023-09-01
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2023-09-05,255069,165209,68265,96944,38.00697066284025,2023-09-08
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2023-09-12,275982,171026,17933,153093,55.472096006261275,2023-09-15
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2023-09-19,94422,17292,31482,-14190,-15.028277308254431,2023-09-22
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2023-09-26,125959,33009,51886,-18877,-14.986622631173635,2023-09-29
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2023-10-03,134717,39633,78165,-38532,-28.60218086804189,2023-10-06
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2023-10-10,143910,44842,80358,-35516,-24.679313459801264,2023-10-13
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2023-10-17,160628,35576,102752,-67176,-41.82085315138083,2023-10-20
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2023-10-24,184003,41979,129656,-87677,-47.64976657989272,2023-10-27
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2023-10-31,184925,49283,127147,-77864,-42.10571853454103,2023-11-03
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2023-11-07,166773,47797,95115,-47318,-28.372698218536573,2023-11-10
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2023-11-14,153412,46892,85214,-38322,-24.979792975777645,2023-11-17
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2023-11-21,153018,45770,83968,-38198,-24.963076239396674,2023-11-24
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2023-11-28,155262,45901,84712,-38811,-24.997101673300616,2023-12-01
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2023-12-05,161563,65892,86226,-20334,-12.585802442390895,2023-12-08
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2023-12-12,198519,89710,41081,48629,24.49589208085876,2023-12-15
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2023-12-19,109089,24215,30272,-6057,-5.552347166075406,2023-12-22
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2023-12-26,114747,21962,34615,-12653,-11.026867804822786,2023-12-29
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-01-02,135114,42597,32272,10325,7.6416951611232,2024-01-05
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-01-09,159171,64557,17130,47427,29.79625685583429,2024-01-12
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-01-16,164694,73394,25146,48248,29.295542035532563,2024-01-19
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-01-23,160988,73821,38088,35733,22.19606430292941,2024-01-26
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-01-30,171013,66674,47359,19315,11.294462994041389,2024-02-02
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-02-06,163831,70535,59537,10998,6.7130152413157465,2024-02-09
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-02-13,166822,74574,48904,25670,15.387658702089652,2024-02-16
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-02-20,189303,89721,61308,28413,15.009270851492051,2024-02-23
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-02-27,209292,110963,67456,43507,20.78770330447413,2024-03-01
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-03-05,234694,129648,74939,54709,23.310779142202186,2024-03-08
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-03-12,262008,158085,38212,119873,45.75165643797136,2024-03-15
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-03-19,166795,77741,11108,66633,39.949039239785364,2024-03-22
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-03-26,179779,80461,18649,61812,34.38221371795371,2024-03-29
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-04-02,210591,110441,22781,87660,41.62571050044874,2024-04-05
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-04-09,237555,145686,31665,114021,47.99772684220496,2024-04-12
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-04-16,238298,132203,50567,81636,34.25794593324325,2024-04-19
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-04-23,247393,141794,51455,90339,36.51639294563711,2024-04-26
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-04-30,255956,138979,63531,75448,29.47694134929441,2024-05-03
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-05-07,260012,155301,63323,91978,35.37452117594573,2024-05-10
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-05-14,264757,160825,73177,87648,33.10507370909929,2024-05-17
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-05-21,278563,173053,83012,90041,32.32338824610591,2024-05-24
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-05-28,277969,167110,83096,84014,30.224233637563902,2024-05-31
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-06-04,294239,193728,75616,118112,40.14151760983418,2024-06-07
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-06-11,304581,210483,74387,136096,44.68302356351841,2024-06-14
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-06-18,313137,205914,63742,142172,45.40249156120165,2024-06-21
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-06-25,105916,21671,30251,-8580,-8.10075909211073,2024-06-28
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-07-02,106458,23663,31706,-8043,-7.555092149016514,2024-07-05
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-07-09,112357,31972,38955,-6983,-6.215011080751533,2024-07-12
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-07-16,122485,27713,53995,-26282,-21.45732130464955,2024-07-19
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-07-23,111344,20472,49202,-28730,-25.80291708578819,2024-07-26
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-07-30,120903,24904,67070,-42166,-34.87589224419576,2024-08-02
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-08-06,115595,16180,76681,-60501,-52.33876897789697,2024-08-09
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-08-13,130538,21287,79400,-58113,-44.51807136619222,2024-08-16
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-08-20,151227,26031,99579,-73548,-48.63417246920193,2024-08-23
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-08-27,148132,23184,99438,-76254,-51.47706099964896,2024-08-30
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-09-03,141441,30012,90029,-60017,-42.43253370663386,2024-09-06
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-09-10,132236,27548,86604,-59056,-44.6595480807042,2024-09-13
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-09-17,174731,31143,82529,-51386,-29.408633842878483,2024-09-20
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-09-24,95993,19097,22894,-3797,-3.9554967549717164,2024-09-27
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-10-01,105734,27695,23148,4547,4.300414247072843,2024-10-04
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-10-08,113872,35779,27657,8122,7.132569903049038,2024-10-11
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-10-15,142795,57877,32444,25433,17.81084771875766,2024-10-18
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-10-22,146104,60344,38531,21813,14.929776049937033,2024-10-25
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-10-29,165734,79651,22995,56656,34.18489869308651,2024-11-01
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-11-05,183594,93010,21600,71410,38.895606610237806,2024-11-08
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-11-12,203181,110886,24307,86579,42.61175995787008,2024-11-15
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-11-19,213918,105738,30337,75401,35.24761824624389,2024-11-22
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-11-26,234634,128644,43293,85351,36.37622850908223,2024-11-29
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-12-03,237724,133006,43022,89984,37.85229930507648,2024-12-06
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-12-10,246363,137971,45804,92167,37.41105604331819,2024-12-13
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-12-17,279138,150830,37827,113003,40.48284361140368,2024-12-20
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-12-24,97143,6806,13857,-7051,-7.258371678865178,2024-12-27
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2024-12-31,104241,12361,16850,-4489,-4.306366976525551,2025-01-03
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2025-01-07,126441,18605,31946,-13341,-10.551166156547323,2025-01-10
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2025-01-14,129399,17867,40990,-23123,-17.8695353132559,2025-01-17
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2025-01-21,121182,21123,43941,-22818,-18.829529137990793,2025-01-24
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2025-01-28,136168,39720,57191,-17471,-12.830474120204451,2025-01-31
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2025-02-04,138289,48663,61218,-12555,-9.078813210016703,2025-02-07
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2025-02-11,145888,61148,58620,2528,1.7328361482781311,2025-02-14
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2025-02-18,155724,70977,71816,-839,-0.538773727877527,2025-02-21
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2025-02-25,186714,86150,85557,593,0.3175980376404554,2025-02-28
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2025-03-04,213170,108671,81587,27084,12.70535253553502,2025-03-07
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2025-03-11,257449,132247,85260,46987,18.250993400634687,2025-03-14
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2025-03-18,308196,153527,83718,69809,22.650845565808773,2025-03-21
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2025-03-25,100996,10821,19439,-8618,-8.533011208364687,2025-03-28
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2025-04-01,128670,13220,33913,-20693,-16.082225849071268,2025-04-04
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2025-04-08,171212,19783,43444,-23661,-13.819708898908956,2025-04-11
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2025-04-15,156510,30616,39868,-9252,-5.911443358251868,2025-04-18
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2025-04-22,149993,30736,30135,601,0.4006853653170482,2025-04-25
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2025-04-29,162855,38828,44472,-5644,-3.465659635872402,2025-05-02
MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,2025-05-06,161444,31461,57510,-26049,-16.13500656574416,2025-05-09
